# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	173968	176206	+			AAW40666.2	expressed protein			CNA00610	1943		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	174306	175933	+	AAW40666.2			expressed protein			CNA00610	1332	443	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	177738	179733	+							CNA00620	1996		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	177738	179733	+			AAW40667.1	disulfide-isomerase precursor, putative			CNA00620	1381		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	177828	179678	+	AAW40667.1			disulfide-isomerase precursor, putative			CNA00620	1236	411	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	179702	183177	-							CNA00630	3476		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	179702	183177	-			AAW40668.2	nuclear mRNA splicing, via spliceosome-related protein, putative			CNA00630	3160		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	180147	183042	-	AAW40668.2			nuclear mRNA splicing, via spliceosome-related protein, putative			CNA00630	2580	859	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	183964	186752	+							CNA00640	2789		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	183964	186752	+			AAW41263.1	integral to plasma membrane protein, putative			CNA00640	1918		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	184054	186580	+	AAW41263.1			integral to plasma membrane protein, putative			CNA00640	1656	551	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	186915	187690	-							CNA00650	776		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	186915	187690	-			AAW40669.1	conserved hypothetical protein			CNA00650	625		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	186981	187605	-	AAW40669.1			conserved hypothetical protein			CNA00650	474	157	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	187871	190324	+							CNA00660	2454		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	187871	190324	+			AAW41264.2	A/G-specific adenine DNA glycosylase, putative			CNA00660	1865		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	187960	190270	+	AAW41264.2			A/G-specific adenine DNA glycosylase, putative			CNA00660	1722	573	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	191738	194834	+							CNA00670	3097		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	191738	194834	+			AAW40671.1	sulfate transporter, putative			CNA00670	2865		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	192013	194676	+	AAW40671.1			sulfate transporter, putative			CNA00670	2508	835	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	195300	199896	+							CNA00680	4597		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	195300	199896	+			AAW40673.1	vacuole protein, putative			CNA00680	3977		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	195523	199676	+	AAW40673.1			vacuole protein, putative			CNA00680	3534	1177	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	202164	204336	+							CNA00690	2173		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	202164	204336	+			AAW40675.1	expressed protein			CNA00690	1937		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	202638	203446	+	AAW40675.1			expressed protein			CNA00690	759	252	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	204280	206381	-							CNA00700	2102		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	204280	206381	-			ALO60289.1	expressed protein			CNA00700	1914		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	204280	206381	-			AAW40676.2	expressed protein			CNA00700	1936		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	204530	206174	-	AAW40676.2			expressed protein			CNA00700	1479	492	
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	205096	206174	-	ALO60289.1			expressed protein			CNA00700	891	296	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	206616	210019	-							CNA00710	3404		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	206616	210019	-			AAW40677.2	pre-mRNA splicing factor prp1, putative			CNA00710	2968		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	206669	209933	-	AAW40677.2			pre-mRNA splicing factor prp1, putative			CNA00710	2829	942	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	210135	211342	+							CNA00720	1208		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	210135	211342	+			AAW40670.1	nucleotide binding protein, putative			CNA00720	1104		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	210172	211271	+	AAW40670.1			nucleotide binding protein, putative			CNA00720	996	331	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	211382	214618	-							CNA00730	3237		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	211382	214618	-			AAW40672.1	plasma membrane protein, putative			CNA00730	3133		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	211496	214530	-	AAW40672.1			protein complex assembly-related protein, putative			CNA00730	2931	976	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	215405	218722	+							CNA00740	3318		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	215405	218722	+			AAW40674.1	conserved hypothetical protein			CNA00740	2736		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	215432	218590	+	AAW40674.1			glutamine-tRNA ligase, putative			CNA00740	2577	858	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	218705	219795	-							CNA00750	1091		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	218705	219795	-			AAW40678.2	histone binding protein, putative			CNA00750	764		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	218800	219753	-	AAW40678.2			histone binding protein, putative			CNA00750	627	208	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	219997	222388	+							CNA00760	2392		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	219997	222388	+			AAW40680.2	tRNA (guanine-N2-)-methyltransferase, putative			CNA00760	2188		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	220020	222290	+	AAW40680.2			tRNA (guanine-N2-)-methyltransferase, putative			CNA00760	2067	688	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	222721	225077	-							CNA00770	2357		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	222721	225077	-			AAW40682.1	expressed protein			CNA00770	2301		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	222853	224954	-	AAW40682.1			expressed protein			CNA00770	2046	681	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	225482	227010	-							CNA00780	1529		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	225482	227010	-			AAW40684.1	prohibitin PHB1, putative			CNA00780	947		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	225566	226972	-	AAW40684.1			prohibitin PHB1, putative			CNA00780	825	274	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	227195	228676	-							CNA00790	1482		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	227195	228676	-			AAW40686.1	exosome complex exonuclease rrp4, putative			CNA00790	1191		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	227301	228587	-	AAW40686.1			exosome complex exonuclease rrp4, putative			CNA00790	996	331	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	228857	231217	+							CNA00800	2361		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	228857	231217	+			AAW40688.1	expressed protein			CNA00800	1792		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	228949	230732	+	AAW40688.1			expressed protein			CNA00800	1266	421	
gene	pseudogene	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	231631	233980	-							CNA00810	2350		pseudo
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	231837	234071	+							CNA00820	2235		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	231837	234071	+			AAW40690.1	conserved expressed protein			CNA00820	2018		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	232095	233955	+	AAW40690.1			conserved expressed protein			CNA00820	1644	547	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	234939	235789	+							CNA00830	851		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	234939	235789	+			AAW40691.1	mitochondrion protein, putative			CNA00830	686		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	235007	235525	+	AAW40691.1			mitochondrion protein, putative			CNA00830	354	117	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	235743	238683	-							CNA00840	2941		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	235743	238683	-			AAW40692.2	conserved expressed protein			CNA00840	2397		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	235852	238630	-	AAW40692.2			conserved expressed protein			CNA00840	2235	744	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	239200	240716	+							CNA00850	1517		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	239200	240716	+			AAW40693.1	expressed protein			CNA00850	1296		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	239289	240589	+	AAW40693.1			conserved expressed protein			CNA00850	1080	359	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	240740	244567	-							CNA00860	3828		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	240740	244567	-			AAW40694.2	ER to Golgi transport-related protein, putative			CNA00860	3528		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	240740	244534	-	AAW40694.2			hypothetical protein			CNA00860	3495	1164	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	244888	246685	+							CNA00870	1798		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	244888	246685	+			AAW40695.1	expressed protein			CNA00870	1736		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	244949	246576	+	AAW40695.1			expressed protein			CNA00870	1566	521	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	246684	249421	-							CNA00880	2738		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	246684	249421	-			AAW40696.1	ITR1, putative			CNA00880	1974		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	246911	249378	-	AAW40696.1			ITR1, putative			CNA00880	1704	567	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	250461	251820	+							CNA00890	1360		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	250461	251820	+			AAW40697.1	palmitoyl-protein thioesterase, putative			CNA00890	1142		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	250535	251739	+	AAW40697.1			palmitoyl-protein thioesterase, putative			CNA00890	987	328	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	251782	254743	-							CNA00900	2962		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	251782	254743	-			AAW40698.2	ATP dependent DNA helicase, putative			CNA00900	2680		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	251858	254710	-	AAW40698.2			ATP dependent DNA helicase, putative			CNA00900	2571	856	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	254915	257137	+							CNA00910	2223		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	254915	257137	+			AAW40699.1	chaperone, putative			CNA00910	1918		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	254958	257017	+	AAW40699.1			chaperone, putative			CNA00910	1755	584	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	257479	258572	-							CNA00920	1094		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	257479	258572	-			AAW40700.1	hypothetical protein			CNA00920	952		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	257594	258539	-	AAW40700.1			hypothetical protein			CNA00920	804	267	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	258825	260533	-							CNA00930	1709		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	258825	260533	-			AAW40701.1	pelota, putative			CNA00930	1369		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	258881	260468	-	AAW40701.1			pelota, putative			CNA00930	1248	415	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	260668	261708	+							CNA00940	1041		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	260668	261708	+			AAW40702.1	expressed protein			CNA00940	790		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	260704	261647	+	AAW40702.1			expressed protein			CNA00940	693	230	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	262344	266298	+							CNA00950	3955		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	262344	266298	+			AAW40703.1	mRNA export factor elf1, putative			CNA00950	3716		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	262541	266082	+	AAW40703.1			mRNA export factor elf1, putative			CNA00950	3303	1100	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	266334	268023	-							CNA00960	1690		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	266334	268023	-			AAW40704.2	pyridoxal reductase, putative			CNA00960	1348		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	266421	267872	-	AAW40704.2			pyridoxal reductase, putative			CNA00960	1110	369	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	268410	273413	-							CNA00970	5004		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	268410	273413	-			AAW40706.1	two-component sensor molecule, putative			CNA00970	4386		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	268830	273083	-	AAW40706.1			two-component sensor molecule, putative			CNA00970	3636	1211	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	274160	276146	+							CNA00980	1987		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	274160	276146	+			AAW40708.2	hypothetical protein			CNA00980	1813		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	274231	276075	+	AAW40708.2			hypothetical protein			CNA00980	1671	556	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	276115	277791	-							CNA00990	1677		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	276115	277791	-			AAW40710.1	RVB1, putative			CNA00990	1569		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	276170	277732	-	AAW40710.1			RVB1, putative			CNA00990	1455	484	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	277910	278635	+							CNA01000	726		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	277910	278635	+			AAW41413.1	ribosomal protein, putative			CNA01000	726		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	278049	278438	+	AAW41413.1			ribosomal protein, putative			CNA01000	390	129	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	278521	280964	-							CNA01010	2444		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	278521	280964	-			AAW40712.2	expressed protein			CNA01010	2139		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	278677	280928	-	AAW40712.2			expressed protein			CNA01010	1947	648	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	281115	283674	+							CNA01020	2560		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	281115	283674	+			AAW40714.1	pre-mRNA splicing factor, putative			CNA01020	2408		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	281127	283564	+	AAW40714.1			pre-mRNA splicing factor, putative			CNA01020	2286	761	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	283586	285691	-							CNA01030	2106		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	283587	285691	-			AAW40716.1	transcription regulator, putative			CNA01030	2059		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	283616	285518	-	AAW40716.1			transcription regulator, putative			CNA01030	1857	618	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	286052	287327	+							CNA01040	1276		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	286052	287327	+			AAW40718.2	hypothetical protein			CNA01040	1061		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	286173	287116	+	AAW40718.2			hypothetical protein			CNA01040	729	242	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	287322	288903	-							CNA01050	1582		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	287322	288903	-			AAW40720.1	sorbitol dehydrogenase, putative			CNA01050	1337		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	287441	288825	-	AAW40720.1			sorbitol dehydrogenase, putative			CNA01050	1140	379	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	290328	291424	+							CNA01060	1097		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	290328	291424	+			AAW40727.1	ribosomal protein S3, putative			CNA01060	922		
CDS	with_protein	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	290397	291330	+	AAW40727.1			ribosomal protein S3, putative			CNA01060	759	252	
gene	protein_coding	GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	291852	294190	-							CNA01070	2339		
mRNA		GCA_000091045.1	Primary Assembly	chromosome	1	AE017341.1	291852	294190	-			AAW40729.1	C-14 sterol reductase, putative			CNA01070	1721		
